freq,psd_x,psd_y,psd_z,psd_xyz
0.0,5.252e+02,4.454e+01,3.653e+01,6.063e+02
1.6,5.307e+02,1.610e+02,3.313e+01,7.248e+02
3.1,2.657e+02,1.500e+02,1.732e+01,4.330e+02
4.7,4.191e+02,4.551e+01,1.506e+01,4.796e+02
6.2,1.228e+03,2.309e+01,1.645e+01,1.268e+03
7.8,2.075e+03,2.479e+01,1.806e+01,2.118e+03
9.3,2.960e+03,4.132e+01,1.853e+01,3.020e+03
10.9,3.996e+03,3.219e+01,1.926e+01,4.048e+03
12.4,5.241e+03,3.987e+01,1.869e+01,5.299e+03
14.0,6.854e+03,3.307e+01,1.792e+01,6.905e+03
15.5,8.801e+03,3.938e+01,1.893e+01,8.859e+03
17.1,1.138e+04,3.675e+01,1.982e+01,1.143e+04
18.7,1.447e+04,3.381e+01,2.208e+01,1.452e+04
20.2,1.805e+04,3.092e+01,2.159e+01,1.810e+04
21.8,2.191e+04,4.365e+01,1.938e+01,2.197e+04
23.3,2.422e+04,1.068e+02,2.062e+01,2.434e+04
24.9,2.826e+04,6.983e+02,2.276e+01,2.898e+04
26.4,3.771e+04,1.098e+03,2.586e+01,3.884e+04
28.0,5.014e+04,6.012e+02,2.764e+01,5.077e+04
29.5,5.798e+04,6.195e+02,3.296e+01,5.863e+04
31.1,5.469e+04,1.031e+03,3.926e+01,5.576e+04
32.6,5.577e+04,1.418e+03,6.555e+01,5.725e+04
34.2,6.747e+04,2.009e+03,1.011e+02,6.958e+04
35.8,8.470e+04,3.159e+03,1.629e+02,8.802e+04
37.3,1.077e+05,4.344e+03,2.478e+02,1.123e+05
38.9,1.370e+05,5.196e+03,3.569e+02,1.425e+05
40.4,1.785e+05,8.257e+03,6.928e+02,1.875e+05
42.0,2.447e+05,1.520e+04,1.643e+03,2.616e+05
43.5,3.254e+05,2.158e+04,3.102e+03,3.500e+05
45.1,4.353e+05,2.715e+04,5.199e+03,4.676e+05
46.6,6.397e+05,3.796e+04,1.003e+04,6.877e+05
48.2,9.351e+05,6.296e+04,2.336e+04,1.021e+06
49.7,1.190e+06,8.747e+04,4.578e+04,1.323e+06
51.3,1.139e+06,9.439e+04,6.968e+04,1.303e+06
52.9,1.059e+06,9.286e+04,9.037e+04,1.243e+06
54.4,1.071e+06,8.204e+04,9.604e+04,1.249e+06
56.0,1.136e+06,7.055e+04,9.803e+04,1.305e+06
57.5,1.134e+06,5.935e+04,1.004e+05,1.293e+06
59.1,9.455e+05,5.020e+04,9.939e+04,1.095e+06
60.6,7.062e+05,4.668e+04,1.033e+05,8.562e+05
62.2,5.234e+05,3.716e+04,1.010e+05,6.616e+05
63.7,3.751e+05,2.561e+04,9.166e+04,4.924e+05
65.3,2.584e+05,1.612e+04,8.130e+04,3.559e+05
66.8,1.767e+05,1.042e+04,7.026e+04,2.574e+05
68.4,1.268e+05,9.383e+03,5.903e+04,1.952e+05
70.0,1.022e+05,1.179e+04,5.195e+04,1.660e+05
71.5,8.662e+04,1.447e+04,4.167e+04,1.428e+05
73.1,7.704e+04,1.707e+04,3.103e+04,1.251e+05
74.6,7.440e+04,1.980e+04,2.268e+04,1.169e+05
76.2,7.178e+04,2.193e+04,1.481e+04,1.085e+05
77.7,6.553e+04,2.222e+04,9.317e+03,9.707e+04
