freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.578e+01,8.909e+02,3.050e+02,1.212e+03
1.6,4.149e+01,5.061e+02,1.864e+02,7.340e+02
3.2,3.938e+01,3.851e+01,1.974e+01,9.763e+01
4.7,3.812e+01,4.031e+02,2.090e+01,4.621e+02
6.3,3.904e+01,1.324e+03,2.069e+01,1.384e+03
7.9,4.051e+01,2.121e+03,2.097e+01,2.183e+03
9.5,3.903e+01,3.193e+03,2.111e+01,3.253e+03
11.0,4.273e+01,4.654e+03,2.249e+01,4.720e+03
12.6,4.225e+01,6.760e+03,2.542e+01,6.828e+03
14.2,7.111e+01,9.821e+03,4.199e+01,9.934e+03
15.8,2.808e+02,1.238e+04,7.519e+01,1.274e+04
17.3,6.307e+02,1.518e+04,6.873e+01,1.588e+04
18.9,1.129e+03,2.098e+04,6.310e+01,2.217e+04
20.5,1.319e+03,1.990e+04,7.738e+01,2.129e+04
22.1,7.268e+02,1.594e+04,5.994e+01,1.673e+04
23.6,3.191e+02,1.936e+04,3.121e+01,1.971e+04
25.2,1.608e+02,2.751e+04,2.467e+01,2.769e+04
26.8,9.315e+01,3.966e+04,4.125e+01,3.979e+04
28.4,7.862e+01,5.607e+04,1.528e+02,5.630e+04
29.9,9.909e+01,7.707e+04,5.625e+02,7.773e+04
31.5,1.445e+02,1.101e+05,1.912e+03,1.121e+05
33.1,1.823e+02,1.673e+05,5.765e+03,1.732e+05
34.7,2.419e+02,2.795e+05,1.397e+04,2.937e+05
36.2,3.657e+02,5.584e+05,4.192e+04,6.007e+05
37.8,8.669e+02,1.504e+06,2.049e+05,1.710e+06
39.4,2.595e+03,2.823e+06,5.954e+05,3.421e+06
41.0,3.119e+03,2.755e+06,7.283e+05,3.487e+06
42.5,2.648e+03,1.994e+06,5.817e+05,2.579e+06
44.1,2.470e+03,1.329e+06,4.533e+05,1.785e+06
45.7,2.162e+03,8.924e+05,4.095e+05,1.304e+06
47.3,1.777e+03,6.172e+05,4.298e+05,1.049e+06
48.8,1.243e+03,4.475e+05,5.027e+05,9.515e+05
50.4,2.452e+03,3.334e+05,6.343e+05,9.702e+05
52.0,6.362e+03,2.372e+05,7.138e+05,9.574e+05
53.6,6.818e+03,1.717e+05,5.374e+05,7.160e+05
55.1,5.375e+03,1.412e+05,3.562e+05,5.027e+05
56.7,5.063e+03,1.198e+05,2.997e+05,4.246e+05
58.3,5.910e+03,9.327e+04,2.950e+05,3.942e+05
59.9,9.945e+03,7.248e+04,2.805e+05,3.629e+05
61.4,1.855e+04,6.025e+04,2.432e+05,3.220e+05
63.0,2.779e+04,5.784e+04,1.929e+05,2.785e+05
64.6,3.664e+04,5.858e+04,1.436e+05,2.389e+05
66.2,3.996e+04,5.060e+04,1.032e+05,1.937e+05
67.7,3.521e+04,3.786e+04,7.450e+04,1.476e+05
69.3,2.969e+04,2.947e+04,5.861e+04,1.178e+05
70.9,2.783e+04,2.633e+04,5.075e+04,1.049e+05
72.5,2.680e+04,2.655e+04,4.434e+04,9.769e+04
74.0,2.375e+04,2.837e+04,3.883e+04,9.094e+04
75.6,1.754e+04,2.715e+04,3.487e+04,7.957e+04
77.2,9.326e+03,2.401e+04,3.507e+04,6.841e+04
78.8,5.790e+03,2.310e+04,3.710e+04,6.600e+04
80.3,5.262e+03,2.352e+04,3.849e+04,6.728e+04
81.9,5.092e+03,2.572e+04,3.655e+04,6.735e+04
83.5,4.488e+03,2.763e+04,3.266e+04,6.478e+04
85.1,3.916e+03,2.369e+04,2.552e+04,5.313e+04
86.6,2.891e+03,1.527e+04,1.604e+04,3.420e+04
88.2,1.732e+03,9.070e+03,1.020e+04,2.100e+04
89.8,9.551e+02,5.888e+03,7.584e+03,1.443e+04
91.4,4.714e+02,4.263e+03,6.363e+03,1.110e+04
92.9,2.875e+02,3.462e+03,6.219e+03,9.969e+03
94.5,3.414e+02,3.182e+03,7.083e+03,1.061e+04
96.1,4.410e+02,3.280e+03,7.625e+03,1.135e+04
97.7,5.050e+02,3.590e+03,7.679e+03,1.177e+04
99.2,5.218e+02,3.907e+03,7.449e+03,1.188e+04
100.8,5.207e+02,4.378e+03,7.343e+03,1.224e+04
102.4,5.117e+02,5.032e+03,7.746e+03,1.329e+04
104.0,5.908e+02,5.691e+03,8.646e+03,1.493e+04
105.5,7.352e+02,5.842e+03,1.000e+04,1.658e+04
107.1,1.117e+03,6.899e+03,1.342e+04,2.144e+04
108.7,1.901e+03,8.541e+03,1.701e+04,2.746e+04
110.3,2.989e+03,9.885e+03,1.892e+04,3.179e+04
111.8,4.321e+03,9.883e+03,1.859e+04,3.279e+04
113.4,5.138e+03,8.220e+03,1.642e+04,2.978e+04
115.0,4.512e+03,6.216e+03,1.376e+04,2.449e+04
116.6,3.518e+03,5.156e+03,1.185e+04,2.052e+04
118.1,2.724e+03,4.676e+03,1.043e+04,1.783e+04
119.7,2.220e+03,4.577e+03,9.487e+03,1.628e+04
121.3,1.880e+03,5.309e+03,9.508e+03,1.670e+04
122.9,1.625e+03,6.476e+03,9.452e+03,1.755e+04
124.4,1.350e+03,7.667e+03,9.354e+03,1.837e+04
126.0,1.236e+03,8.610e+03,9.277e+03,1.912e+04
127.6,1.231e+03,9.171e+03,9.191e+03,1.959e+04
129.2,1.253e+03,9.307e+03,8.651e+03,1.921e+04
130.7,1.482e+03,8.506e+03,7.544e+03,1.753e+04
132.3,1.414e+03,5.953e+03,5.093e+03,1.246e+04
133.9,4.491e+02,1.345e+03,1.271e+03,3.065e+03
135.5,1.660e+02,6.893e+01,3.870e+02,6.220e+02
137.0,1.672e+02,4.896e+01,4.435e+02,6.596e+02
138.6,1.604e+02,4.668e+01,4.359e+02,6.430e+02
140.2,1.602e+02,4.996e+01,3.754e+02,5.856e+02
141.8,1.505e+02,4.917e+01,3.243e+02,5.240e+02
143.3,1.548e+02,4.927e+01,3.089e+02,5.130e+02
144.9,1.437e+02,5.486e+01,3.271e+02,5.257e+02
146.5,1.379e+02,7.171e+01,3.753e+02,5.849e+02
148.1,1.281e+02,9.832e+01,4.771e+02,7.036e+02
149.6,1.125e+02,1.568e+02,6.054e+02,8.748e+02
151.2,1.340e+02,2.614e+02,8.167e+02,1.212e+03
152.8,1.984e+02,3.368e+02,1.080e+03,1.615e+03
154.4,2.789e+02,3.241e+02,1.166e+03,1.769e+03
155.9,4.671e+02,2.559e+02,1.228e+03,1.951e+03
157.5,8.161e+02,2.056e+02,1.269e+03,2.291e+03
159.1,1.139e+03,2.306e+02,1.325e+03,2.695e+03
160.7,1.271e+03,3.281e+02,1.338e+03,2.937e+03
162.2,1.211e+03,4.025e+02,1.277e+03,2.891e+03
163.8,1.115e+03,4.342e+02,1.132e+03,2.681e+03
165.4,9.948e+02,4.290e+02,9.240e+02,2.348e+03
167.0,8.608e+02,4.086e+02,7.342e+02,2.004e+03
168.5,7.415e+02,3.496e+02,5.816e+02,1.673e+03
170.1,7.406e+02,3.231e+02,5.580e+02,1.622e+03
171.7,7.163e+02,3.294e+02,5.745e+02,1.620e+03
173.3,6.741e+02,3.383e+02,5.538e+02,1.566e+03
174.8,6.425e+02,3.214e+02,5.428e+02,1.507e+03
176.4,6.002e+02,3.119e+02,5.539e+02,1.466e+03
178.0,5.680e+02,3.222e+02,6.046e+02,1.495e+03
179.6,5.728e+02,3.485e+02,6.839e+02,1.605e+03
181.1,5.286e+02,4.038e+02,7.780e+02,1.710e+03
182.7,4.744e+02,4.548e+02,8.629e+02,1.792e+03
184.3,4.323e+02,4.921e+02,8.821e+02,1.807e+03
185.9,3.862e+02,5.812e+02,9.640e+02,1.931e+03
187.4,3.893e+02,6.954e+02,9.795e+02,2.064e+03
189.0,4.366e+02,8.262e+02,1.030e+03,2.293e+03
190.6,4.695e+02,1.074e+03,1.160e+03,2.704e+03
192.2,5.110e+02,1.222e+03,1.306e+03,3.040e+03
193.7,6.075e+02,1.317e+03,1.480e+03,3.405e+03
195.3,6.393e+02,1.371e+03,1.588e+03,3.598e+03
196.9,6.297e+02,1.241e+03,1.523e+03,3.394e+03
198.5,5.087e+02,1.108e+03,1.271e+03,2.888e+03
