freq,psd_x,psd_y,psd_z,psd_xyz
0.0,7.652e+02,3.007e+01,1.842e+01,8.137e+02
1.6,4.620e+02,3.705e+01,2.872e+01,5.277e+02
3.2,5.853e+01,2.719e+01,2.634e+01,1.121e+02
4.7,3.820e+02,2.839e+01,2.493e+01,4.353e+02
6.3,1.228e+03,2.777e+01,2.385e+01,1.279e+03
7.9,2.000e+03,2.699e+01,2.445e+01,2.052e+03
9.5,2.935e+03,2.772e+01,2.354e+01,2.986e+03
11.0,3.964e+03,2.880e+01,2.398e+01,4.017e+03
12.6,5.312e+03,2.868e+01,2.403e+01,5.365e+03
14.2,7.123e+03,3.243e+01,2.594e+01,7.182e+03
15.8,8.984e+03,5.888e+01,3.757e+01,9.081e+03
17.3,9.776e+03,1.280e+02,6.084e+01,9.965e+03
18.9,1.148e+04,2.120e+02,7.141e+01,1.176e+04
20.5,1.334e+04,2.989e+02,5.735e+01,1.369e+04
22.1,1.396e+04,2.133e+02,3.887e+01,1.421e+04
23.6,1.635e+04,7.703e+01,3.484e+01,1.646e+04
25.2,1.990e+04,3.610e+01,3.663e+01,1.997e+04
26.8,2.392e+04,3.052e+01,4.016e+01,2.399e+04
28.4,2.849e+04,3.558e+01,4.791e+01,2.857e+04
29.9,3.364e+04,4.634e+01,7.308e+01,3.376e+04
31.5,3.967e+04,6.449e+01,1.282e+02,3.986e+04
33.1,4.660e+04,1.100e+02,1.384e+02,4.685e+04
34.7,5.623e+04,1.985e+02,7.833e+01,5.651e+04
36.2,6.847e+04,3.388e+02,3.606e+01,6.884e+04
37.8,8.382e+04,5.631e+02,2.868e+01,8.441e+04
39.4,1.024e+05,9.536e+02,4.413e+01,1.034e+05
41.0,1.307e+05,1.671e+03,7.515e+01,1.325e+05
42.5,1.696e+05,2.889e+03,1.194e+02,1.726e+05
44.1,2.005e+05,4.860e+03,2.845e+02,2.057e+05
45.7,2.394e+05,1.146e+04,1.591e+03,2.525e+05
47.3,3.161e+05,2.155e+04,4.848e+03,3.425e+05
48.8,4.313e+05,1.623e+04,5.824e+03,4.533e+05
50.4,6.295e+05,1.272e+04,6.456e+03,6.487e+05
52.0,1.084e+06,2.472e+04,1.281e+04,1.121e+06
53.6,2.053e+06,5.265e+04,2.503e+04,2.131e+06
55.1,3.417e+06,9.319e+04,3.447e+04,3.545e+06
56.7,3.880e+06,1.086e+05,4.545e+04,4.034e+06
58.3,3.174e+06,9.146e+04,6.058e+04,3.326e+06
59.9,2.443e+06,7.798e+04,7.258e+04,2.593e+06
61.5,1.975e+06,7.088e+04,6.793e+04,2.114e+06
63.0,1.526e+06,5.825e+04,5.160e+04,1.636e+06
64.6,1.159e+06,4.486e+04,3.551e+04,1.239e+06
66.2,8.918e+05,3.148e+04,2.186e+04,9.452e+05
67.8,6.720e+05,1.905e+04,1.284e+04,7.039e+05
69.3,5.406e+05,1.195e+04,9.142e+03,5.616e+05
70.9,4.615e+05,9.323e+03,7.905e+03,4.787e+05
72.5,4.058e+05,7.268e+03,4.918e+03,4.180e+05
74.1,3.793e+05,4.967e+03,2.137e+03,3.864e+05
75.6,3.634e+05,3.225e+03,1.525e+03,3.682e+05
77.2,3.420e+05,3.155e+03,2.488e+03,3.476e+05
78.8,3.120e+05,4.103e+03,3.647e+03,3.198e+05
80.4,2.739e+05,5.424e+03,4.671e+03,2.840e+05
81.9,2.262e+05,6.487e+03,4.878e+03,2.376e+05
